"ID","Approved","Name","Postcode","Lat/Long","Web","Facebook","Twitter","Primary Activity","Community Group","Non Profit","Social Enterprise","Charity","Company","Workers Coop","Housing Coop","Consumer Coop","Producer Coop","Stakeholder Coop","Community Interest Company","Community Benefit Society","Arts","Campaigning","Community","Education","Energy","Food","Goods Services","Health","Housing","Money","Nature","Reuse","Address","Address_b","Address_c","Address_a1","Locality","Email","Phone","Contact Person","Description from website"
"100","Yes","Shieldfield Forum Cafe","NE2 1XU","","https://www.facebook.com/Shieldfield-Forum-Cafe-1628365020750837/","https://www.facebook.com/Shieldfield-Forum-Cafe-1628365020750837/","","Food","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Community Cafe on Wretham Place, Shieldfield. Open Monday, Wednesday and Saturday 10am - 1pm. All welcome"
"124","Yes","Sisters Uncut","","","https://www.sistersuncut.org/","https://www.facebook.com/sistersuncut","https://twitter.com/SistersUncut","Campaigning, Activism & Advocacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","Yes","Soundroom Community Project","NE8 1PH","","https://www.thesoundroom.org.uk/","https://www.facebook.com/TheSoundroomGateshead","https://twitter.com/Soundroomstudio","Arts, Media, Culture & Leisure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Here at The Soundroom we offer a wide range of sessions, projects and activities to give music related opportunities to people of all ages and abilities.The Soundroom has existed in one form or another since 1985 and the days of the Dunston Music Collective. By the late 1990's it was clear that The Soundroom had grown successful enough to break out on its own and with the help of Gateshead Council moved into its current home of the former Redheugh Library, opening December 2000. 
The larger premises allowed the The Soundroom to install a full Recording Studio. 
It continued to operate as a Voluntary Organisation supported by the Council working to provide Education in Music for youth and adults as well as hosting the twice-weekly music Cafe, Rehearsals, Recordings and supporting other community projects with any musical or sound related needs.
The Soundroom Community Music Project became a registered Charity in 2014 and has continued to work with the community in a variety of music related activities and projects for people of all ages and abilities.  Please browse through our website to see what we have to offer."
"119","Yes","SPACE for Heaton","NE2 1BP","","http://www.spaceforheaton.com","","https://twitter.com/SPACEforHeaton?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3Aspaceforheaton&ref_url=https%3A%2F%2Fwww.spaceforheaton.com%2Fcontact-us%2F","Community & Collective Spaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPACE for Heaton is a community movement created by a group of residents that would like Heaton to be a safe, pleasant and enjoyable space for people of all ages and abilities to live in and move around."
"113","Yes","Space2","NE1 6QE","","http://newcastleymca.com/facilities/space2/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Youth project in Newcastle (Pilgrim St) who support 13-21 yr old with skills, employment education, housing etc."
"174","No","St Chads Church","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","No","Stomping Grounds - Leadgate","","","https://www.stomping-grounds.org/clearing-floats/","https://www.facebook.com/forestschoolnortheast","https://twitter.com/forestschoolNE","Nature, Conservation & Environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","No","Stomping Grounds - Prudhoe","NE42 5NX","","https://stomping-grounds.org/","https://www.facebook.com/forestschoolnortheast","https://twitter.com/forestschoolNE","Nature, Conservation & Environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"114","Yes","Streetwise Opera","","","http://streetwiseopera.org","https://www.facebook.com/StreetwiseOpera/","https://twitter.com/StreetwiseOpera","Arts, Media, Culture & Leisure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Streetwise Opera is an award-winning charity that uses music to help people make positive changes in their lives. Working with people who have experienced homelessness and other members of the community, we run workshop programmes across England and stage critically-acclaimed operas. Streetwise Opera has a vibrant programme in Newcastle and Gateshead, with two weekly workshop programmes and regular performances in the area. We work in partnership with The Sage Gateshead, where our Explore Singing and Acting group is based, and many of our performers do work placements at the venue."
"80","Yes","Suma food groups","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81","Yes","Summerhill Housing Co-op","NE4 6EB","","https://www.diggersanddreamers.org.uk/community/summerhill-housing-co-operative/","https://www.facebook.com/groups/700019353341780","","Housing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Summerhill Housing Co-operative is made up of two shared houses with 6 bedrooms each, both of which are on a beautiful street in central Newcastle."
"83","Yes","The 4 C's (Climate Change Community Champions)","NE10 0JP​","","https://internationalnewcastle.org.uk/directory/the4cs-climate-change-community-champions","https://www.facebook.com/The4Cs-230337900398387/","https://www.facebook.com/The4Cs-230337900398387/","Nature, Conservation & Environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the4Cs currently works with refugees, asylum seekers and other ‘hard to reach’ communities in North East England and currently comprises of committee members from different communities, backgrounds and areas of expertise. Currently our main project is 'organic growing'  where we empower participants with 100% organic vegetable growing methods. We also handout seeds and /or seedlings of Southern African vegetables to our communities to encourage and create a Get Growing Network. We strongly practice and support Permaculture Principles."
"21","Yes","The Angelou Centre","NE4 5NS","","http://angelou-centre.org.uk/","https://www.facebook.com/theangeloucentre","https://twitter.com/AngelouCentre1","Community & Collective Spaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Angelou Centre is a black-led women’s centre based in the Newcastle upon Tyne. We offer a range of holistic women only services for Black and Minority Ethnic (BME) women across the North East region. As well as frontline support we also work at strategic and national levels ensuring the voices of BME women are represented and heard. We fully support women with disabilities and LBTQI women. The Angelou Centre is wheelchair accessible."
"172","No","The Ark - young children","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"161","No","The Bede Centre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84","Yes","The Blaydon Shed","NE21 5PT","","https://blaydonshedswapstation.wordpress.com/","https://www.facebook.com/BlaydonShedSwapStation","","Reduce, Reuse, Repair & Recycle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Blaydon Shed is a fun, relaxed space for all men over 18 to come and hang out, meet new friends, enjoy a cuppa and a chat, learn new skills, share their skills with others and do as much or as little as they please. We are open every Tuesday & Friday currently between 11am and 3pm and it's all free to join and join in. We have free Wi-fi and drinks & snacks too and comfy rooms to relax in, as well as a workshop with various tools and materials and a garden to enjoy or get your hands mucky in! You can join in with tackling jobs needed doing or do a project of your choosing..we have the facilities to do allsorts from woodworking to growing plants, renovating furniture and making things to recycling projects and much more. Whatever you decide to get involved with down there, the important thing is there is no stress, no pressure and no expectations - just come along and be yourself."
"","","The Wellness Tribe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"110","No","The Environment Agency","","","https://www.gov.uk/government/organisations/environment-agency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92","Yes","The Food Weighouse","NE1 5AW","","https://www.getintonewcastle.co.uk/venues/the-weighhouse","https://www.facebook.com/GraingerMarketNewcastle/","https://twitter.com/graingermarket1","Nature, Conservation & Environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","It was used in the 19th century by stall holders and buyers to check the weight of their purchases and was once a legal requirement for all markets. The Weighhouse is situated in Alley 1 of the Grainger Market. For a small fee, customers are issued with a ticket stating their  weight and are guaranteed an accurate and confidential service. The Weighhouse is very popular with slimmers in the city with many customers coming back each week to keep a record of their weight."
"85","Yes","The Journey","NE1 8AN","","https://www.journeynewcastle.com/?fbclid=IwAR13zuFHY5qnd1H8Dxl7gp3XQLINuVO6rgZKFOxoGs5lELIPi8cuNkIr5rE","https://www.facebook.com/TheJourneyNCL/","","Food","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cycle cafe in Newcastle City Centre. Featuring Recyke'y'Bike sales and maintenance."
"9","Yes","The Kittiwake Trust Multi-Lingual Library (Borderline Books)","NE1 7RA","","http://www.multilinguallibrary.org.uk/","https://www.facebook.com/kittiwaketrustmultilinguallib","https://twitter.com/borderlinebooks","Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The objectives of The Kittiwake Trust are: To advance education for the public benefit including by donations of books and other items to not-for-profit organisations and school libraries, a multilingual library and support of other projects in such ways as the trustees see fit."
"86","Yes","The Millin Charity","NE4 9PQ","","http://www.themillincharity.co.uk/","https://www.facebook.com/MillinCharity/","https://twitter.com/MillinCharity?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3Amillincharity&ref_url=http%3A%2F%2Fwww.themillincharity.co.uk%2Fcontact%2F","Community & Collective Spaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Millin Charity has helped thousands of local people facing significant challenges, experiencing isolation or simply running out of options and not sure where to go next. By providing access to a support network of peers and services in the local community each person is able to find the help that best suits their own needs; through working together they have become socially and economically empowered, and able to make a much more active contribution to the local community."
"58","Yes","The Newcastle Meditation Centre","NE1 1SG","","https://newcastlemeditation.com/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Newcastle Meditation Centre is a non-profit social enterprise operating in Newcastle City Centre. We provide a safe, welcoming and ideologically neutral space, wholly dedicated to the learning and practice of mindfulness and meditation. We believe it is the first independent high street meditation centre of its kind in the UK. At the Centre you can attend drop-in classes, courses and workshops, together with a range of other activities, including research seminars, discussion groups and social events. Bespoke packages can also be arranged for groups and organisations. It is our goal to make the benefits of meditation accessible, affordable and available to all."
"102","Yes","The People’s Assembly Against Austerity","","","https://peoplesassemblytyneandwear.wordpress.com","https://www.facebook.com/PANorthEast/","https://twitter.com/peepsassemblene","Campaigning, Activism & Advocacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Peoples Assembly Against Austerity (PAAA) is a non-party political movement formed to fight all government spending cuts nationally, regionally and locally in the UK.  The assembly will provide a national forum for anti-austerity views which, while increasingly popular, are barely represented in parliament. A People’s Assembly can play a key role in ensuring that this uncaring government faces a movement of opposition broad enough and powerful enough to generate successful co-ordinated action, including strike action. The assembly will be ready to support co-ordinated industrial action and national demonstrations against austerity, if possible synchronising with mobilisations across Europe."
"71","Yes","The Pickle Palace","NE40 4AA","","https://www.greensidecricketclub.co.uk/the-pickle-palace?fbclid=IwAR1UX_0o5kxR13tNIxzB7rc5Y6WIJDFvtx8v-vN7_KVuphMlq5n1gw6gtM0","https://www.facebook.com/hannahspicklepalace/about/?ref=page_internal","https://twitter.com/Greenside_CC","Food","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Pickle Palace, makers extraordinaire of chutneys, pickles and jams. A Social Enterprise that uses as much fruit and vegetables from locally sourced farm shops, allotments and supermarkets as we can rescue from landfill, all lovingly upcycled into absolutely fantastic products. With an ethos of joining communities together, wasting no food and helping others do the same, our very own pay as you feel market is now open every Wednesday 5.30pm at Chopwell Community Centre (Pay as you feel cafe from 4:30pm), Thursday 5.30pm at various venues, (please check posts for details) and Friday 11-2pm held in Greenside Cricket Club alongside a weekly lunch club. We offer this to the public allowing us to share all of the rescued food donated to us from supermarkets in return for a donation which will then be used to fund our enterprise, bringing more opportunities to our community. We also offer weekly lunch clubs on Friday from 12.30 at Greenside Cricket Club for only £4.00 for a home cooked 2 course meal- follow us to find out what we’re cooking each week!"
"151","No","The Saltmarsh Garden Dunston","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153","No","The Whinnies Community Gardens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118","Yes","Time Exchange NCL","NE4 5LJ","","https://thetimeexchange.org/","https://www.facebook.com/thetimeexchange/","","Community & Collective Spaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Time Exchange is a community based time banking initiative and drop-in centre based in Arthur’s Hill, Newcastle. Local residents exchange time and skills with each other. Members voluntarily carry out work for each other and earn ‘time credits’ in return. These credits can be exchanged for other member services."
"187","Yes","Transition West Gateshead","","","http://transitionwestgateshead.org/","https://www.facebook.com/transitionwestgateshead/","","Nature, Conservation & Environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","
This group aims to raise awareness about climate change and to encourage local action to reduce fossil fuel use in the West Gateshead area."
"29","No","Tyneside Beekeeping Association","NE9 6BR","","https://tynesidebeekeepers.wordpress.com/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tyneside Beekeepers is a friendly, open group of beekeepers based in the North East of England, around Newcastle and Gateshead. We are open to both beekeepers and those interested in bees.There are regular talks, demonstrations and training on beekeeping, gardening for honey bees and other pollinators, and hive produce processing."
"87","Yes","Ugly Duckling","","","https://www.arcnewcastle.co.uk/?fbclid=IwAR2yPzodn0olUbZVryjwmDcHsFV7EQwpdx598Bnd7OC5Z6TfYMigIcIE6qE","https://www.facebook.com/UglyDucklingFoodWaste/","","Reduce, Reuse, Repair & Recycle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ugly Duckling is a grassroots community interest company which uses positive, creative approaches to reduce food waste and drive behaviour change. We turn surplus food into delicious juice, treats and scran at events and markets across the North East."
"134","No","Unfolding Theatre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89","Yes","Urbanistas North East","NE2 1AP","","https://www.urbanistas.org.uk/","","","Community & Collective Spaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","We are a women-led network amplifying the voices of women to make cities better for everyone. We are passionate about growing women’s leadership and capacity by providing a space where we can blend our personal passions and professional expertise to tackle issues and realise our ideas. We have chapters across the UK and in Australia.  Other professional networks for women exist, but we believe that it’s not enough to ‘network’ we need to empower each other to act. Urbanistas as a network doesn’t deliver projects but we provide the space for Urbanistas to pitch their ideas and to gather support through connections and knowledge from around the room. ‘Meet’ – pitching ideas and finding collaborators in a women only environment; meeting, networking and discussing amazing projects that are being led by women. ‘Think’ – debating issues that concern urbanistas and finding solutions together. ‘Collaborate’ – making connections between women to make things happen. ‘Empower’ – empowering and supporting each to realise our ideas for making life in cities better for everyone. Too often women are placed in the position of parking their personal values at the door of the office and becoming ‘the professional’. Urbanistas is a space that encourages women to draw on both personal values and professional know how to lead projects and debates that are important to them."
"91","Yes","WEA North East","NE2 1QQ","","https://www.wea.org.uk/north-east","https://www.facebook.com/weaadulteducation/","https://twitter.com/WEAadulted","Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The WEA in the North East was established as a voluntary organisation in 1910 and has provided part time courses for adults for over 100 years. Our courses are open to everyone over the age of 19. The WEA's vision is to achieve: ""A better world - equal democratic and just - through adult education the WEA challenges and inspires individuals, communities and society"". The WEA is a democratic organisation with a free membership. It is one of the country's largest registered charities. We take a learner-centred approach that is responsive to local needs and which contributes to high rates of success and retention. Nationally we provide around 12,000 part-time courses each year, reaching over 80,000 adults of all ages and educational backgrounds. We also have a special mission to help adults who are socially or economically disadvantaged."
"116","Yes","West End Refugee Service","NE4 5JE","","http://www.wers.org.uk","https://www.facebook.com/WestEndRefugee","https://twitter.com/WestEndRefugee","Health, Social Care & Wellbeing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","West End Refugee Service (WERS) is a registered charity which provides support services for asylum seekers and refugees in a friendly, welcoming environment. The range of integrated services aims to address the disadvantage, exclusion and poverty which affect asylum seekers and refugees living in the West End of Newcastle upon Tyne."
"93","Yes","West End Women and Girls Centre","NE4 6SQ","","http://westendwomenandgirls.co.uk/","https://www.facebook.com/westendwomenandgirls","https://twitter.com/WEWAGC","Community & Collective Spaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","West End Women and Girls Centre is a registered charity which has been working with women and girls in the West End of Newcastle since 1981. The Centre provides support through group work where the members have the opportunity to meet, have fun, learn skills, look at issues relevant their lives and generally build confidence in a safe and supportive environment. We also provide individual support offering advice, information, advocacy and referrals to relevant agencies."
"152","No","Whickham Hermitage Community Garden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"170","No","Whickham Knitting Group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130","Yes","Whitehills Community Centre","NE10 8XU","","https://www.ourgateshead.org/whitehills-centre","https://www.facebook.com/TheWhitehillsCentre/","https://twitter.com/Michala79The","Community & Collective Spaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Whitehills Community Centre was built by the Warriors Community Project who are responsible for the growth and development of this newly formed community centre in the Whitehills, Windy Nook and High Heworth area."
"94","Yes","Zero Waste North East","","","https://www.facebook.com/groups/658990024490942/","https://www.facebook.com/groups/658990024490942/","","Reduce, Reuse, Repair & Recycle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dedicated to the process of leading a zero waste life in Newcastle, Gateshead and the surrounding areas. From handy tips and hacks, to useful articles, repurposing, recycling, recipes and gardening help we're all here to help."
"142","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
